Zone,Time,Station,Temp
MTZ138,2021-07-28 14:48:00,BRTM8,17.222
MTZ138,2021-07-28 14:29:00,HBOM8,27.778
MTZ138,2021-07-28 14:18:00,PMRM8,18.889
MTZ138,2021-07-28 14:18:00,WWMM8,22.222
MTZ138,2021-07-28 13:59:00,LBHM8,25
MTZ138,2021-07-28 13:53:00,KSHR,27.2
MTZ138,2021-07-28 13:48:00,BRTM8,17.778
MTZ138,2021-07-28 13:29:00,HBOM8,27.778
MTZ138,2021-07-28 13:18:00,PMRM8,19.444
MTZ138,2021-07-28 13:18:00,WWMM8,21.111
MTZ138,2021-07-28 12:59:00,LBHM8,25
MTZ138,2021-07-28 12:53:00,KSHR,25
MTZ138,2021-07-28 12:48:00,BRTM8,16.667
MTZ138,2021-07-28 12:29:00,HBOM8,27.222
MTZ138,2021-07-28 12:18:00,PMRM8,20.556
MTZ138,2021-07-28 12:18:00,WWMM8,23.889
MTZ138,2021-07-28 11:59:00,LBHM8,25.556
MTZ138,2021-07-28 11:53:00,KSHR,25.6
MTZ138,2021-07-28 11:48:00,BRTM8,16.111
MTZ138,2021-07-28 11:29:00,HBOM8,27.778
MTZ138,2021-07-28 11:18:00,PMRM8,20.556
MTZ138,2021-07-28 11:18:00,WWMM8,23.889
MTZ138,2021-07-28 10:59:00,LBHM8,26.111
MTZ138,2021-07-28 10:53:00,KSHR,26.1
MTZ138,2021-07-28 10:48:00,BRTM8,17.778
MTZ138,2021-07-28 10:29:00,HBOM8,27.778
MTZ138,2021-07-28 10:18:00,PMRM8,20
MTZ138,2021-07-28 10:18:00,WWMM8,24.444
MTZ138,2021-07-28 09:59:00,LBHM8,27.778
MTZ138,2021-07-28 09:53:00,KSHR,21.1
MTZ138,2021-07-28 09:48:00,BRTM8,18.889
MTZ138,2021-07-28 09:29:00,HBOM8,30
MTZ138,2021-07-28 09:18:00,PMRM8,21.111
MTZ138,2021-07-28 09:18:00,WWMM8,26.66702
MTZ138,2021-07-28 08:59:00,LBHM8,28.333
MTZ138,2021-07-28 08:53:00,KSHR,23.9
MTZ138,2021-07-28 08:48:00,BRTM8,21.111
MTZ138,2021-07-28 08:29:00,HBOM8,32.778
MTZ138,2021-07-28 08:18:00,PMRM8,22.222
MTZ138,2021-07-28 08:18:00,WWMM8,27.222
MTZ138,2021-07-28 07:59:00,LBHM8,27.778
MTZ138,2021-07-28 07:53:00,KSHR,27.2
MTZ138,2021-07-28 07:48:00,BRTM8,21.66702
MTZ138,2021-07-28 07:29:00,HBOM8,32.222
MTZ138,2021-07-28 07:18:00,PMRM8,25
MTZ138,2021-07-28 07:18:00,WWMM8,27.778
MTZ138,2021-07-28 06:59:00,LBHM8,27.222
MTZ138,2021-07-28 06:53:00,KSHR,26.1
MTZ138,2021-07-28 06:48:00,BRTM8,21.66702
MTZ138,2021-07-28 06:29:00,HBOM8,32.778
MTZ138,2021-07-28 06:18:00,PMRM8,25
MTZ138,2021-07-28 06:18:00,WWMM8,28.889
MTZ138,2021-07-28 05:59:00,LBHM8,28.889
MTZ138,2021-07-28 05:53:00,KSHR,25.6
MTZ138,2021-07-28 05:48:00,BRTM8,21.111
MTZ138,2021-07-28 05:29:00,HBOM8,33.333
MTZ138,2021-07-28 05:18:00,PMRM8,25
MTZ138,2021-07-28 05:18:00,WWMM8,29.444
MTZ138,2021-07-28 04:59:00,LBHM8,30.556
MTZ138,2021-07-28 04:53:00,KSHR,25.6
MTZ138,2021-07-28 04:48:00,BRTM8,21.66702
MTZ138,2021-07-28 04:29:00,HBOM8,33.889
MTZ138,2021-07-28 04:18:00,PMRM8,26.111
MTZ138,2021-07-28 04:18:00,WWMM8,30
MTZ138,2021-07-28 03:59:00,LBHM8,31.66702
MTZ138,2021-07-28 03:53:00,KSHR,31.1
MTZ138,2021-07-28 03:48:00,BRTM8,22.778
MTZ138,2021-07-28 03:29:00,HBOM8,34.444
MTZ138,2021-07-28 03:18:00,PMRM8,26.111
MTZ138,2021-07-28 03:18:00,WWMM8,31.111
MTZ138,2021-07-28 02:59:00,LBHM8,32.778
MTZ138,2021-07-28 02:53:00,KSHR,31.7
MTZ138,2021-07-28 02:48:00,BRTM8,22.778
MTZ138,2021-07-28 02:29:00,HBOM8,35
MTZ138,2021-07-28 02:18:00,PMRM8,27.222
MTZ138,2021-07-28 02:18:00,WWMM8,32.222
MTZ138,2021-07-28 01:59:00,LBHM8,36.111
MTZ138,2021-07-28 01:53:00,KSHR,33.9
MTZ138,2021-07-28 01:48:00,BRTM8,23.889
MTZ138,2021-07-28 01:29:00,HBOM8,37.778
MTZ138,2021-07-28 01:18:00,PMRM8,30
MTZ138,2021-07-28 01:18:00,WWMM8,33.333
MTZ138,2021-07-28 00:59:00,LBHM8,39.444
MTZ138,2021-07-28 00:53:00,KSHR,36.7
MTZ138,2021-07-28 00:48:00,BRTM8,26.66702
MTZ138,2021-07-28 00:29:00,HBOM8,38.889
MTZ138,2021-07-28 00:18:00,PMRM8,31.111
MTZ138,2021-07-28 00:18:00,WWMM8,35
MTZ138,2021-07-27 23:59:00,LBHM8,41.111
MTZ138,2021-07-27 23:53:00,KSHR,40
MTZ138,2021-07-27 23:48:00,BRTM8,27.222
MTZ138,2021-07-27 23:29:00,HBOM8,39.444
MTZ138,2021-07-27 23:18:00,PMRM8,31.66702
MTZ138,2021-07-27 23:18:00,WWMM8,36.111
MTZ138,2021-07-27 22:59:00,LBHM8,41.111
MTZ138,2021-07-27 22:53:00,KSHR,41.1
MTZ138,2021-07-27 22:48:00,BRTM8,29.444
MTZ138,2021-07-27 22:29:00,HBOM8,39.444
MTZ138,2021-07-27 22:18:00,PMRM8,33.889
MTZ138,2021-07-27 22:18:00,WWMM8,36.111
MTZ138,2021-07-27 21:59:00,LBHM8,40.556
MTZ138,2021-07-27 21:53:00,KSHR,40
MTZ138,2021-07-27 21:48:00,BRTM8,28.889
MTZ138,2021-07-27 21:29:00,HBOM8,39.444
MTZ138,2021-07-27 21:18:00,PMRM8,33.889
MTZ138,2021-07-27 21:18:00,WWMM8,36.111
MTZ138,2021-07-27 20:59:00,LBHM8,40.556
MTZ138,2021-07-27 20:53:00,KSHR,37.8
MTZ138,2021-07-27 20:48:00,BRTM8,31.111
MTZ138,2021-07-27 20:29:00,HBOM8,38.889
MTZ138,2021-07-27 20:18:00,PMRM8,33.333
MTZ138,2021-07-27 20:18:00,WWMM8,36.66702
MTZ138,2021-07-27 19:59:00,LBHM8,39.444
MTZ138,2021-07-27 19:53:00,KSHR,38.9
MTZ138,2021-07-27 19:48:00,BRTM8,29.444
MTZ138,2021-07-27 19:29:00,HBOM8,37.778
MTZ138,2021-07-27 19:18:00,PMRM8,32.778
MTZ138,2021-07-27 19:18:00,WWMM8,35.556
MTZ138,2021-07-27 18:59:00,LBHM8,37.222
MTZ138,2021-07-27 18:53:00,KSHR,37.2
MTZ138,2021-07-27 18:48:00,BRTM8,28.333
MTZ138,2021-07-27 18:29:00,HBOM8,35.556
MTZ138,2021-07-27 18:18:00,PMRM8,31.111
MTZ138,2021-07-27 18:18:00,WWMM8,35
MTZ138,2021-07-27 17:59:00,LBHM8,35.556
MTZ138,2021-07-27 17:53:00,KSHR,35
